annotation_id,participant_id,dialogue_id,is_gold_standard,is_prolific_user,accuracy,novelty,interaction_adequacy,explainability,cui_adaptability,cui_understanding,cui_response_quality,cui_attentiveness,perceived_ease_of_use,perceived_usefulness,user_control,transparency,cui_humanness,cui_rapport,trust_confidence,satisfaction,intention_to_use,intention_to_purchase,time_spent,timestamp
388,P043,dialogue_14500,0,1,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,3,147.0,2026-01-03 10:00:11.868798
389,P019,dialogue_15301,0,1,4,1,4,2,4,4,5,4,4,4,2,4,5,4,4,4,4,5,184.0,2026-01-03 10:00:21.052063
390,P037,dialogue_4700,0,1,5,3,4,3,4,4,5,4,4,4,3,4,3,2,4,4,3,1,106.0,2026-01-03 10:00:26.767271
391,P056,dialogue_12752,0,1,4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,4,5,4,52.0,2026-01-03 10:00:43.235507
392,P057,dialogue_11246,0,1,3,2,4,2,3,4,3,4,3,2,4,4,4,2,3,3,2,2,420.0,2026-01-03 10:00:44.691940
393,P021,dialogue_7172,0,1,3,3,3,2,3,2,4,4,4,3,3,4,4,3,3,4,4,3,187.0,2026-01-03 10:00:48.458524
394,P054,dialogue_5110,0,1,3,4,4,2,3,3,5,3,4,4,3,1,4,2,3,4,3,4,112.0,2026-01-03 10:01:13.864558
396,P056,GOLD_001,1,1,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,5,34.0,2026-01-03 10:01:19.744690
397,P056,dialogue_10913,0,1,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,3,4,4,35.0,2026-01-03 10:01:57.211316
398,P050,dialogue_6880,0,1,4,4,4,2,2,3,4,3,4,4,3,4,4,2,4,4,3,4,179.0,2026-01-03 10:02:02.624269
399,P048,dialogue_4890,0,1,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,229.0,2026-01-03 10:02:15.755979
400,P056,dialogue_14706,0,1,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,24.0,2026-01-03 10:02:21.531439
401,P047,dialogue_5694,0,1,2,2,2,1,1,1,2,4,2,2,2,2,2,2,2,2,1,2,268.0,2026-01-03 10:02:25.259204
402,P031,dialogue_2020,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,178.0,2026-01-03 10:02:36.718287
403,P056,dialogue_8424,0,1,3,4,3,3,3,4,4,3,4,3,4,3,3,4,4,3,4,4,27.0,2026-01-03 10:02:49.543510
404,P044,dialogue_5739,0,1,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,199.0,2026-01-03 10:02:50.025589
405,P046,dialogue_6518,0,1,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,176.0,2026-01-03 10:03:03.908934
406,P054,dialogue_2995,0,1,4,4,5,1,4,4,5,4,4,4,4,3,4,2,4,4,4,4,116.0,2026-01-03 10:03:10.035979
407,P020,dialogue_11916,0,1,3,4,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,3,386.0,2026-01-03 10:03:10.988780
408,P043,dialogue_16362,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,193.0,2026-01-03 10:03:25.585396
410,P051,dialogue_5665,0,1,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,271.0,2026-01-03 10:04:00.737319
411,P057,dialogue_7535,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,243.0,2026-01-03 10:04:48.277458
412,P020,dialogue_19622,0,1,5,4,5,5,5,4,5,5,4,5,5,4,4,4,5,5,4,4,97.0,2026-01-03 10:04:48.614465
413,P031,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,135.0,2026-01-03 10:04:52.254694
414,P054,dialogue_2107,0,1,2,1,3,1,3,5,4,4,3,3,3,3,3,1,2,2,2,3,106.0,2026-01-03 10:04:56.430439
415,P036,dialogue_18169,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,787.0,2026-01-03 10:05:10.869533
416,P046,dialogue_2368,0,1,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,128.0,2026-01-03 10:05:11.762727
417,P048,dialogue_19628,0,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,193.0,2026-01-03 10:05:29.476149
419,P047,dialogue_13381,0,1,3,3,3,2,3,3,4,4,2,2,3,2,2,2,2,2,2,2,235.0,2026-01-03 10:06:20.800502
420,P020,dialogue_2077,0,1,5,4,5,3,4,4,4,4,4,4,4,3,4,3,5,5,4,3,107.0,2026-01-03 10:06:36.346310
421,P036,dialogue_944,0,1,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,4,3,4,86.0,2026-01-03 10:06:36.782016
422,P054,dialogue_944,0,1,4,4,4,5,3,4,5,4,4,5,5,4,4,3,4,4,4,4,107.0,2026-01-03 10:06:43.179897
423,P051,dialogue_13242,0,1,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,190.0,2026-01-03 10:07:11.507025
425,P057,dialogue_4377,0,1,2,2,3,2,3,3,3,3,2,3,3,4,3,2,3,2,2,2,167.0,2026-01-03 10:07:35.348755
426,P020,dialogue_14396,0,1,3,3,4,3,4,3,4,4,4,4,4,3,3,3,4,4,3,3,77.0,2026-01-03 10:07:53.654887
427,P031,dialogue_15670,0,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,209.0,2026-01-03 10:08:23.041494
428,P047,dialogue_3669,0,1,5,4,5,3,5,5,5,5,5,5,4,4,4,4,5,5,5,5,127.0,2026-01-03 10:08:27.947223
429,P054,dialogue_6079,0,1,4,2,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,4,105.0,2026-01-03 10:08:28.744436
430,P055,dialogue_944,0,1,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,1081.0,2026-01-03 10:09:20.021872
431,P020,dialogue_2516,0,1,5,4,4,4,4,5,5,4,4,5,4,4,4,4,5,5,4,3,90.0,2026-01-03 10:09:24.375689
432,P057,dialogue_7196,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,138.0,2026-01-03 10:09:53.222782
433,P031,dialogue_5766,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,97.0,2026-01-03 10:10:00.918500
434,P051,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,231.0,2026-01-03 10:11:03.704510
435,P031,dialogue_6168,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,112.0,2026-01-03 10:11:54.406468
436,P057,dialogue_19622,0,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,127.0,2026-01-03 10:12:00.121743
437,P055,dialogue_16362,0,1,4,3,4,4,4,5,4,5,5,4,4,5,4,4,5,5,5,5,210.0,2026-01-03 10:12:50.416320
438,P057,dialogue_9451,0,1,3,3,4,2,3,4,3,4,4,3,4,3,2,2,4,3,2,3,179.0,2026-01-03 10:14:59.413865
439,P055,dialogue_13381,0,1,4,3,4,3,4,4,3,4,4,4,5,4,4,4,5,4,4,4,152.0,2026-01-03 10:15:23.335888
440,P051,dialogue_2737,0,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,336.0,2026-01-03 10:16:40.454527
441,P057,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,102.0,2026-01-03 10:16:41.431475
442,P055,dialogue_3659,0,1,4,3,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,198.0,2026-01-03 10:18:41.723620
443,P057,dialogue_12518,0,1,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,191.0,2026-01-03 10:19:52.443336
444,P055,dialogue_9693,0,1,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,137.0,2026-01-03 10:20:58.933022
445,P051,dialogue_3527,0,1,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,5,4,287.0,2026-01-03 10:21:28.323547
446,P057,dialogue_15458,0,1,4,3,4,2,3,4,4,4,4,4,4,4,2,2,3,4,3,3,132.0,2026-01-03 10:22:04.705326
447,P061,dialogue_8554,0,1,2,1,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,84.0,2026-01-03 10:22:06.063030
448,P055,GOLD_002,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,83.0,2026-01-03 10:22:22.083313
449,P060,dialogue_4838,0,1,4,5,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,239.0,2026-01-03 10:23:33.414575
450,P057,dialogue_10093,0,1,4,3,4,2,3,4,4,3,4,3,3,4,2,2,3,3,3,3,127.0,2026-01-03 10:24:12.580146
451,P061,dialogue_1711,0,1,3,3,4,2,3,3,4,4,4,3,3,4,4,4,3,3,2,2,131.0,2026-01-03 10:24:16.790187
452,P055,dialogue_8894,0,1,5,4,5,4,4,5,4,5,5,5,4,5,4,4,5,4,5,5,118.0,2026-01-03 10:24:20.769907
453,P051,dialogue_10370,0,1,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,193.0,2026-01-03 10:24:42.533446
455,P061,dialogue_15023,0,1,3,2,3,1,3,3,3,3,3,3,3,3,3,3,2,3,2,2,51.0,2026-01-03 10:25:07.749971
456,P060,dialogue_19647,0,1,3,2,3,1,2,3,3,3,3,3,3,3,3,2,2,3,2,2,118.0,2026-01-03 10:25:31.623394
457,P059,dialogue_2020,0,1,3,2,4,2,3,3,4,3,4,3,3,2,3,2,3,3,2,3,394.0,2026-01-03 10:26:05.556722
458,P061,dialogue_12086,0,1,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,58.0,2026-01-03 10:26:05.946903
459,P051,dialogue_15301,0,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,101.0,2026-01-03 10:26:23.914771
460,P055,dialogue_10284,0,1,4,3,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,164.0,2026-01-03 10:27:05.382146
462,P059,dialogue_3669,0,1,4,3,5,2,4,4,4,4,5,4,4,3,4,3,4,4,3,4,148.0,2026-01-03 10:28:34.148387
464,P061,dialogue_10899,0,1,4,4,3,2,4,4,4,4,4,4,3,3,4,3,4,4,3,3,203.0,2026-01-03 10:29:28.826292
465,P059,dialogue_6527,0,1,4,2,4,2,3,4,3,3,4,3,3,3,3,2,3,3,2,3,75.0,2026-01-03 10:29:49.622642
466,P055,dialogue_1960,0,1,2,2,4,3,4,3,2,4,3,2,4,2,3,4,2,2,2,3,175.0,2026-01-03 10:30:01.045682
467,P061,GOLD_001,1,1,1,2,1,2,2,2,4,3,2,2,2,2,2,3,3,3,1,1,57.0,2026-01-03 10:30:25.867580
468,P059,dialogue_3776,0,1,3,3,4,2,2,2,2,2,3,2,3,2,4,2,2,3,2,3,54.0,2026-01-03 10:30:44.057762
470,P055,dialogue_15497,0,1,4,3,4,4,3,4,4,5,4,3,4,4,3,4,4,3,4,4,79.0,2026-01-03 10:31:20.209713
471,P059,dialogue_10370,0,1,4,3,5,4,4,4,4,4,5,4,5,4,4,3,4,4,3,4,58.0,2026-01-03 10:31:42.485571
472,P061,dialogue_14926,0,1,3,3,2,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,84.0,2026-01-03 10:31:49.635689
473,P051,dialogue_15670,0,1,4,2,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,343.0,2026-01-03 10:32:07.799326
474,P061,dialogue_7922,0,1,2,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,51.0,2026-01-03 10:32:41.014848
475,P059,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62.0,2026-01-03 10:32:44.799943
477,P061,dialogue_902,0,1,1,1,1,1,1,1,1,1,4,2,2,3,3,3,2,2,2,2,40.0,2026-01-03 10:33:21.083201
478,P059,dialogue_561,0,1,4,3,4,3,3,4,4,3,4,4,4,3,4,3,4,4,3,4,61.0,2026-01-03 10:33:46.217408
480,P059,dialogue_2217,0,1,3,2,4,1,2,3,3,2,4,2,3,2,5,3,2,3,2,2,60.0,2026-01-03 10:34:46.355548
481,P061,dialogue_5766,0,1,2,1,4,3,3,3,4,4,3,3,4,3,3,3,3,2,3,3,113.0,2026-01-03 10:35:14.747812
483,P059,dialogue_19131,0,1,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,3,4,87.0,2026-01-03 10:36:13.659849
484,P059,dialogue_11363,0,1,4,2,4,1,3,4,3,3,4,3,4,3,3,2,3,4,2,4,70.0,2026-01-03 10:37:24.052479
488,P063,dialogue_5745,0,1,4,4,3,1,2,2,3,2,3,2,3,2,3,2,2,2,2,2,138.0,2026-01-03 10:41:49.487496
489,P063,dialogue_17768,0,1,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,5,4,4,89.0,2026-01-03 10:43:18.502696
490,P063,dialogue_14947,0,1,2,3,2,2,2,2,2,2,3,3,3,2,4,3,2,2,2,2,109.0,2026-01-03 10:45:07.947747
491,P063,dialogue_2444,0,1,4,3,4,2,4,4,5,4,4,5,3,4,4,3,4,4,5,4,74.0,2026-01-03 10:46:22.557087
492,P063,dialogue_16131,0,1,2,3,3,1,2,2,2,3,2,2,3,2,3,3,2,2,2,2,99.0,2026-01-03 10:48:01.939239
493,P063,dialogue_13517,0,1,3,3,3,1,2,3,3,1,2,3,3,2,2,2,2,1,2,2,87.0,2026-01-03 10:49:29.141971
494,P063,GOLD_001,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,49.0,2026-01-03 10:50:18.435355
495,P063,dialogue_19647,0,1,3,2,4,1,2,3,4,4,4,4,3,2,3,3,4,3,3,3,66.0,2026-01-03 10:51:24.945070
496,P060,dialogue_9451,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1627.0,2026-01-03 10:52:38.601779
497,P063,dialogue_10197,0,1,4,3,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,4,82.0,2026-01-03 10:52:46.857839
498,P063,dialogue_13950,0,1,3,3,4,1,2,3,3,3,2,3,3,2,2,2,3,3,2,3,67.0,2026-01-03 10:53:54.131385
499,P060,dialogue_8730,0,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,156.0,2026-01-03 10:55:15.037793
500,P060,dialogue_2444,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,82.0,2026-01-03 10:56:37.202007
501,P060,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64.0,2026-01-03 10:57:40.809382
502,P060,dialogue_15955,0,1,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,82.0,2026-01-03 10:59:03.176366
503,P060,dialogue_14500,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,75.0,2026-01-03 11:00:18.761779
504,P060,dialogue_2405,0,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,57.0,2026-01-03 11:01:16.226856
505,P060,dialogue_3527,0,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,82.0,2026-01-03 11:02:38.101846
506,P064,dialogue_6527,0,1,2,1,2,1,2,3,5,3,2,1,2,1,4,1,1,2,1,1,81.0,2026-01-03 20:37:26.857809
507,P067,dialogue_5375,0,1,2,3,4,1,1,2,4,2,2,2,2,1,5,3,2,2,1,1,119.0,2026-01-03 20:38:15.553498
508,P064,dialogue_9325,0,1,3,4,4,3,1,3,3,4,3,4,3,4,3,1,4,3,4,3,55.0,2026-01-03 20:38:22.045241
509,P066,dialogue_2995,0,1,3,3,3,1,3,3,3,2,3,2,2,3,2,2,2,2,1,2,153.0,2026-01-03 20:38:49.918679
510,P064,dialogue_11689,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,64.0,2026-01-03 20:39:26.694281
511,P067,dialogue_11689,0,1,1,1,3,1,2,3,3,3,1,1,3,1,5,3,1,1,1,1,76.0,2026-01-03 20:39:31.487648
512,P068,dialogue_13400,0,1,4,2,5,1,2,3,4,4,3,2,3,1,5,4,3,2,3,2,206.0,2026-01-03 20:39:47.623183
513,P077,dialogue_3581,0,1,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,3,2,142.0,2026-01-03 20:39:53.486011
514,P064,dialogue_18505,0,1,5,4,3,4,4,3,4,4,3,4,3,4,5,3,4,4,5,5,47.0,2026-01-03 20:40:13.942940
515,P070,dialogue_2767,0,1,5,3,4,4,4,5,4,4,4,4,3,4,4,3,4,4,4,4,228.0,2026-01-03 20:40:14.705869
516,P066,dialogue_12056,0,1,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,93.0,2026-01-03 20:40:23.627700
517,P065,dialogue_14610,0,1,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,254.0,2026-01-03 20:40:23.908992
519,P075,dialogue_16623,0,1,2,1,5,1,1,2,2,2,2,2,3,1,5,5,1,1,1,1,226.0,2026-01-03 20:40:37.104289
520,P067,dialogue_19376,0,1,5,3,5,1,4,5,5,5,4,4,4,3,5,3,4,4,4,4,71.0,2026-01-03 20:40:42.248499
521,P064,dialogue_13860,0,1,3,4,2,2,1,3,4,2,2,3,2,2,3,1,3,3,1,1,46.0,2026-01-03 20:41:00.508801
522,P083,dialogue_668,0,1,3,3,4,1,3,3,2,4,2,2,2,2,2,2,2,2,1,1,161.0,2026-01-03 20:41:02.038048
524,P064,GOLD_001,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,2026-01-03 20:41:32.842466
526,P074,dialogue_4700,0,1,4,3,5,4,3,4,4,3,4,4,4,4,3,2,4,5,3,2,295.0,2026-01-03 20:41:38.002880
527,P077,dialogue_18505,0,1,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,1,104.0,2026-01-03 20:41:38.348266
528,P068,dialogue_4136,0,1,1,1,3,1,1,1,1,1,2,1,2,1,3,3,1,1,1,1,113.0,2026-01-03 20:41:41.194680
529,P067,dialogue_19206,0,1,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,60.0,2026-01-03 20:41:42.343109
530,P066,dialogue_13517,0,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,79.0,2026-01-03 20:41:43.589339
531,P081,dialogue_8730,0,1,3,2,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,233.0,2026-01-03 20:42:01.523644
532,P064,dialogue_15023,0,1,3,1,2,1,2,3,4,2,2,3,2,2,1,2,2,3,2,2,48.0,2026-01-03 20:42:21.636332
533,P093,dialogue_3669,0,1,4,2,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,189.0,2026-01-03 20:42:33.065918
534,P075,dialogue_15966,0,1,4,4,4,2,4,4,4,5,4,4,4,3,5,5,4,4,4,4,118.0,2026-01-03 20:42:34.953577
535,P067,dialogue_6939,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,54.0,2026-01-03 20:42:36.399584
536,P090,dialogue_19019,0,1,3,4,5,1,1,4,3,4,4,4,2,4,2,1,4,3,2,2,223.0,2026-01-03 20:42:37.784328
537,P066,dialogue_5739,0,1,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,57.0,2026-01-03 20:42:41.113438
538,P086,dialogue_7200,0,1,5,3,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,261.0,2026-01-03 20:42:54.378462
539,P079,dialogue_17651,0,1,2,4,3,1,2,1,4,2,3,2,3,2,3,3,4,3,3,3,315.0,2026-01-03 20:42:58.249109
540,P084,dialogue_16768,0,1,3,1,4,2,2,3,4,4,3,3,2,3,2,2,2,2,2,1,287.0,2026-01-03 20:43:07.049538
541,P064,dialogue_14396,0,1,2,4,3,1,1,2,3,2,2,3,2,1,1,1,2,1,1,1,47.0,2026-01-03 20:43:08.853600
542,P069,dialogue_9527,0,1,3,3,4,2,2,3,3,4,2,2,4,3,2,2,2,3,2,2,410.0,2026-01-03 20:43:13.942911
543,P068,dialogue_13159,0,1,1,1,2,1,1,1,2,1,1,1,1,1,4,2,1,1,1,1,95.0,2026-01-03 20:43:16.626376
544,P078,dialogue_2107,0,1,3,1,4,3,2,3,4,4,3,3,2,3,4,2,3,2,2,2,347.0,2026-01-03 20:43:18.201696
545,P083,dialogue_6641,0,1,1,1,3,1,1,4,5,5,5,2,2,2,5,4,4,2,1,1,138.0,2026-01-03 20:43:20.891461
546,P067,GOLD_001,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,47.0,2026-01-03 20:43:23.192899
547,P076,dialogue_19206,0,1,4,2,5,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,383.0,2026-01-03 20:43:28.961225
548,P101,dialogue_2512,0,1,4,3,5,4,4,4,4,4,5,5,5,5,5,4,5,4,5,5,59.0,2026-01-03 20:43:30.795720
549,P096,dialogue_13757,0,1,5,4,4,1,2,4,4,3,3,5,3,4,5,3,3,3,3,4,210.0,2026-01-03 20:43:30.956202
550,P065,dialogue_3776,0,1,4,4,4,4,4,4,5,5,4,5,4,4,5,3,4,4,3,4,188.0,2026-01-03 20:43:32.266780
551,P077,dialogue_5110,0,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2,1,115.0,2026-01-03 20:43:33.548014
553,P100,dialogue_2737,0,1,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,162.0,2026-01-03 20:43:39.301007
554,P098,dialogue_19628,0,1,3,2,3,3,3,4,2,2,3,3,2,2,3,3,3,2,3,2,176.0,2026-01-03 20:43:43.481035
555,P099,dialogue_15966,0,1,2,4,3,1,2,2,1,3,3,2,2,2,5,3,2,3,3,3,170.0,2026-01-03 20:43:46.921102
556,P092,dialogue_17667,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,278.0,2026-01-03 20:43:49.014410
557,P064,dialogue_5819,0,1,3,5,3,4,3,3,4,3,4,5,4,3,2,2,3,4,3,3,58.0,2026-01-03 20:44:06.882572
558,P093,dialogue_14214,0,1,5,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,94.0,2026-01-03 20:44:07.395207
559,P101,dialogue_14926,0,1,3,3,3,4,3,3,3,3,5,5,5,4,4,3,4,4,4,4,36.0,2026-01-03 20:44:07.402815
560,P074,dialogue_13517,0,1,3,3,4,2,2,3,2,4,4,3,3,2,3,2,2,3,2,2,150.0,2026-01-03 20:44:08.294760
561,P066,dialogue_5350,0,1,3,4,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,93.0,2026-01-03 20:44:14.756542
562,P094,dialogue_5692,0,1,2,2,4,1,3,3,3,3,4,4,3,3,4,4,4,4,1,1,280.0,2026-01-03 20:44:22.004009
563,P067,dialogue_11418,0,1,3,4,3,2,2,2,3,2,3,3,3,3,5,3,3,3,2,2,69.0,2026-01-03 20:44:32.850793
564,P087,dialogue_19043,0,1,3,4,4,1,2,2,1,1,2,2,2,1,3,3,2,1,2,2,358.0,2026-01-03 20:44:42.839596
565,P101,dialogue_16620,0,1,4,4,4,3,4,4,4,4,4,4,4,5,4,4,5,5,5,5,42.0,2026-01-03 20:44:50.021333
566,P066,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.0,2026-01-03 20:44:55.455101
568,P090,dialogue_14610,0,1,2,2,4,1,1,1,2,1,2,2,1,1,5,1,1,1,1,1,140.0,2026-01-03 20:44:58.242291
569,P100,dialogue_5937,0,1,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,79.0,2026-01-03 20:44:58.651211
570,P068,dialogue_4759,0,1,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,102.0,2026-01-03 20:44:59.433904
571,P064,dialogue_7196,0,1,5,1,4,5,3,5,4,5,4,5,5,4,3,4,4,4,3,3,53.0,2026-01-03 20:45:00.246233
573,P096,dialogue_14589,0,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,92.0,2026-01-03 20:45:03.630437
574,P083,dialogue_8424,0,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,102.0,2026-01-03 20:45:03.801526
575,P075,dialogue_4671,0,1,5,3,5,1,4,5,5,3,4,3,4,3,4,4,4,3,4,4,158.0,2026-01-03 20:45:13.665099
576,P082,dialogue_13517,0,1,1,4,2,1,2,1,2,4,2,2,3,1,5,2,1,1,1,1,418.0,2026-01-03 20:45:16.187677
578,P098,dialogue_6518,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99.0,2026-01-03 20:45:22.899384
579,P069,dialogue_4995,0,1,3,4,4,3,4,4,4,4,4,3,4,4,5,2,3,4,4,3,129.0,2026-01-03 20:45:23.311417
580,P077,dialogue_2512,0,1,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,110.0,2026-01-03 20:45:24.550057
581,P079,dialogue_5883,0,1,5,5,4,3,4,5,5,5,5,5,3,4,5,5,5,5,4,4,150.0,2026-01-03 20:45:28.347601
582,P092,dialogue_13517,0,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,101.0,2026-01-03 20:45:30.087324
583,P065,dialogue_16091,0,1,3,2,3,4,3,4,4,4,4,3,3,4,4,3,3,2,3,3,121.0,2026-01-03 20:45:33.865296
584,P101,dialogue_9451,0,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,46.0,2026-01-03 20:45:36.454580
585,P076,dialogue_19387,0,1,3,4,4,2,3,4,3,3,3,3,3,3,4,3,3,3,2,2,133.0,2026-01-03 20:45:41.955004
586,P067,dialogue_19387,0,1,4,4,5,3,4,4,5,5,4,5,5,4,5,4,5,5,5,5,70.0,2026-01-03 20:45:43.058960
587,P086,dialogue_9463,0,1,4,3,4,2,4,4,5,5,5,4,4,3,4,4,4,4,4,3,170.0,2026-01-03 20:45:44.580404
588,P099,dialogue_18505,0,1,3,3,4,1,3,2,3,3,2,3,3,3,5,3,2,2,3,3,122.0,2026-01-03 20:45:48.783102
589,P107,dialogue_14589,0,1,5,5,5,2,4,4,4,4,5,4,4,3,4,5,4,4,4,4,146.0,2026-01-03 20:45:55.239861
591,P101,dialogue_7551,0,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29.0,2026-01-03 20:46:05.611767
592,P100,dialogue_1711,0,1,3,2,3,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,67.0,2026-01-03 20:46:06.083992
593,P066,dialogue_16768,0,1,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,73.0,2026-01-03 20:46:08.600428
594,P084,dialogue_3320,0,1,4,5,5,2,4,4,4,5,3,3,4,3,4,3,4,4,3,2,186.0,2026-01-03 20:46:13.102635
595,P104,dialogue_5937,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,215.0,2026-01-03 20:46:15.378749
596,P067,dialogue_997,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,52.0,2026-01-03 20:46:35.756940
598,P106,dialogue_6833,0,1,3,3,4,1,2,3,3,3,3,3,4,2,3,2,2,2,2,3,224.0,2026-01-03 20:46:45.225395
599,P101,GOLD_001,1,1,2,2,1,1,2,1,2,3,2,2,2,2,1,1,1,1,1,1,39.0,2026-01-03 20:46:45.286129
